university name,program,country,gre score,toefl score,cgpa,deadline,required documents,tuition fee,chance of admit
university of washington,Bioinformatics,USA,319,110,8.99,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",37974,0.76
northeastern university,AI & ML,USA,325,100,7.53,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",40086,0.78
georgia tech,Cybersecurity,USA,323,103,8.94,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",32197,0.7
monash university,Business Analytics,Australia,328,115,9.26,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",32438,0.75
rwth aachen,Digital Transformation,Germany,322,105,8.4,"Apr 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",636,0.64
dalhousie university,Electrical Engineering,Canada,292,90,5.93,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",18537,0.72
epfl,AI & ML,Switzerland,335,120,9.41,"Feb 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",2066,0.67
university of western australia,Business Analytics,Australia,306,93,7.26,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",29778,0.72
eth zurich,AI & Robotics,Switzerland,334,114,8.48,"Jun 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",703,0.62
humboldt university berlin,Engineering,Germany,316,111,7.51,"Apr 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",558,0.68
nanyang technological university,Network Engineering,Singapore,340,111,8.19,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17847,0.63
university of illinois urbana-champaign,Bioinformatics,USA,318,109,9.07,"Sep 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",32928,0.74
dalhousie university,AI & ML,Canada,310,97,6.47,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",18519,0.79
rmit university,Data Analytics,Australia,313,104,7.57,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",25926,0.78
boston university,Electrical Engineering,USA,307,101,8.36,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",43695,0.74
university of michigan,Cloud Computing,USA,331,113,9.43,"Sep 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",48814,0.78
mcmaster university,Bioinformatics,Canada,314,92,7.41,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",22925,0.74
karlsruhe institute of technology,Digital Transformation,Germany,319,103,9.4,"Feb 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2339,0.75
northeastern university,Data Science,USA,311,94,6.6,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",39320,0.68
nanyang technological university,Engineering,Singapore,333,115,9.82,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17274,0.64
university of sydney,Computational Finance,Australia,335,113,9.04,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34050,0.64
monash university,Electrical Engineering,Australia,328,104,7.8,"Nov 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",33408,0.71
new york university,Electrical Engineering,USA,323,93,8.31,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",51193,0.85
dalhousie university,Cloud Computing,Canada,310,95,6.93,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",18937,0.78
australian national university,Engineering,Australia,337,106,8.79,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34357,0.57
heidelberg university,AI & Robotics,Germany,326,100,8.18,"Apr 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1741,0.66
humboldt university berlin,Electrical Engineering,Germany,322,104,8.1,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",2014,0.65
monash university,Network Engineering,Australia,317,106,8.38,"Sep 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",32667,0.69
university of southampton,Data Analytics,UK,321,95,6.65,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25906,0.74
tu berlin,Digital Transformation,Germany,305,95,6.94,"Dec 15, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1022,0.67
deakin university,Data Analytics,Australia,301,86,6.18,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",24901,0.72
johns hopkins university,Computer Science,USA,322,111,8.48,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56827,0.75
heidelberg university,Digital Transformation,Germany,332,111,8.19,"Jan 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1559,0.71
university of melbourne,Data Analytics,Australia,330,111,9.71,"Mar 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",37651,0.65
concordia university,Information Systems,Canada,306,80,7.66,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",18794,0.78
northwestern university,Business Analytics,USA,315,107,8.0,"Apr 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55251,0.64
university of nottingham,Cybersecurity,UK,319,98,7.0,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23237,0.79
university of sydney,Digital Transformation,Australia,328,105,9.02,"May 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",36713,0.59
leiden university,Network Engineering,Netherlands,324,109,8.87,"Jan 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15973,0.7
university of oxford,Machine Learning,UK,333,113,9.31,"Apr 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",37668,0.6
karlsruhe institute of technology,Software Engineering,Germany,316,112,8.82,"Feb 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",3288,0.72
kyoto university,Bioinformatics,Japan,334,113,9.81,"Jun 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",5457,0.68
delft university of technology,Digital Transformation,Netherlands,331,115,9.45,"Oct 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17910,0.65
heidelberg university,Cybersecurity,Germany,331,109,9.19,"Oct 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",3193,0.73
new york university,Bioinformatics,USA,309,98,8.17,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",51289,0.8
university of bristol,AI & ML,UK,312,101,7.01,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",26257,0.77
university of bristol,Cybersecurity,UK,313,108,7.18,"Sep 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",25482,0.72
singapore management university,Digital Transformation,Singapore,323,92,7.59,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15796,0.74
university college dublin,Cloud Computing,Ireland,321,99,7.45,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",18617,0.84
university of warwick,Information Systems,UK,323,104,6.83,"Feb 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",28931,0.81
humboldt university berlin,Machine Learning,Germany,320,110,8.77,"Jul 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",219,0.68
northeastern university,Digital Transformation,USA,310,105,8.31,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",39360,0.8
singapore management university,Information Systems,Singapore,317,103,8.72,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",16570,0.78
university of toronto,Cybersecurity,Canada,325,115,9.51,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",29175,0.56
mit,Software Engineering,USA,332,116,8.62,"Jun 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57420,0.61
university of manchester,Business Analytics,UK,317,101,8.1,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24191,0.67
leiden university,Robotics Engineering,Netherlands,325,113,9.28,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",14548,0.8
humboldt university berlin,Cybersecurity,Germany,321,105,9.4,"Dec 01, 2025","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1852,0.69
northwestern university,Data Science,USA,315,105,7.75,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56912,0.63
singapore management university,AI & Robotics,Singapore,322,91,7.87,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",15196,0.8
harvard university,Data Analytics,USA,328,118,8.89,"Oct 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",53506,0.59
boston university,Data Science,USA,325,90,7.19,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",44710,0.79
concordia university,Network Engineering,Canada,309,84,6.55,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",16429,0.79
johns hopkins university,AI & Machine Learning,USA,318,103,8.5,"Mar 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57494,0.7
karlsruhe institute of technology,Data Science,Germany,326,113,8.09,"Oct 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",661,0.71
university of waterloo,Bioinformatics,Canada,325,107,7.51,"Jan 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",23751,0.72
university of geneva,Bioinformatics,Switzerland,309,92,8.29,"Jan 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",407,0.79
university of tokyo,Software Engineering,Japan,339,114,8.53,"Jan 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",4205,0.66
columbia university,AI & Machine Learning,USA,326,110,8.35,"Jan 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56474,0.75
columbia university,Computer Science,USA,319,105,8.16,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",57792,0.64
university of texas at austin,Cybersecurity,USA,315,95,6.76,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",30639,0.71
university of melbourne,Bioinformatics,Australia,338,110,8.23,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",37851,0.66
arizona state university,Electrical Engineering,USA,303,98,6.71,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",27330,0.76
university of nottingham,Cybersecurity,UK,324,90,8.48,"Feb 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",24978,0.81
humboldt university berlin,Electrical Engineering,Germany,328,114,7.59,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1271,0.66
trinity college dublin,Robotics Engineering,Ireland,322,110,8.54,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof",22819,0.66
osaka university,Software Engineering,Japan,330,111,8.83,"Jun 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",6127,0.71
university of zurich,Network Engineering,Switzerland,316,100,8.79,"Oct 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",842,0.7
free university berlin,Business Analytics,Germany,307,105,7.24,"Apr 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1355,0.69
university of british columbia,Computational Finance,Canada,327,112,9.13,"Jul 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit",25322,0.74
university of geneva,Human-Computer Interaction,Switzerland,307,105,7.53,"Sep 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter",586,0.77
harvard university,Electrical Engineering,USA,337,118,8.07,"Dec 01, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",55249,0.65
eindhoven university of technology,Network Engineering,Netherlands,324,106,8.81,"May 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17868,0.7
cornell university,Software Engineering,USA,329,110,8.62,"Nov 15, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof",56538,0.73
osaka university,Cybersecurity,Japan,329,103,7.69,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof",6198,0.64
university of leeds,AI & Machine Learning,UK,322,106,7.36,"Dec 15, 2025","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",23435,0.84
free university berlin,Engineering,Germany,318,93,7.08,"Mar 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",802,0.71
university of sydney,Data Science,Australia,339,111,9.43,"Jun 30, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance",34441,0.61
singapore management university,Digital Transformation,Singapore,308,104,7.55,"Oct 01, 2026","SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",17413,0.71
free university berlin,Computer Science,Germany,321,91,7.77,"Nov 01, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",1772,0.78
university of bonn,Business Analytics,Germany,323,95,8.18,"Jan 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate",425,0.8
leiden university,Network Engineering,Netherlands,325,112,8.34,"Mar 15, 2026","SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof",16494,0.69
